,wl,px,py,pz,mx,my,mz,Fx,Fxe0,Fxe1,Fxe2,Fxm0,Fxm1,Fxm2,Fxcross,Fy,Fye0,Fye1,Fye2,Fym0,Fym1,Fym2,Fycross,Fz,Fze0,Fze1,Fze2,Fzm0,Fzm1,Fzm2,Fzcross,Fxspp,Fxsppe1,Fxsppe2,Fxsppm1,Fxsppm2,Fyspp,Fysppe1,Fysppe2,Fysppm1,Fysppm2
57,942 nanometer,(1.1322747932241693e-30-4.016941906121778e-31j) coulomb * meter,0j coulomb * meter,(9.79994850153682e-33+1.1404572406197212e-31j) coulomb * meter,0j ampere * meter ** 2,(4.7508854115806174e-23+1.0673541481321665e-22j) ampere * meter ** 2,0j ampere * meter ** 2,1.9971173769477017e-24 newton,2.396104177013703e-24 newton,-4.408777712445132e-25 newton,8.777396426680106e-26 newton,-4.242782903318693e-25 newton,0.0 newton,1.2841600220449054e-25 newton,2.499792950390899e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,4.334022042711678e-24 newton,1.4263696337605808e-24 newton,-2.69227821712706e-24 newton,2.347908741289774e-24 newton,1.1743086501375388e-24 newton,1.2098272826637177e-26 newton,2.2815691636385544e-24 newton,-2.1595420181434726e-25 newton,1.2444539867003848e-25 newton,-1.6462244573161948e-25 newton,8.686619997771397e-26 newton,0.0 newton,2.0220164442394413e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
58,948 nanometer,(1.0738268533263889e-30-5.057697400324304e-31j) coulomb * meter,0j coulomb * meter,(1.1747910907436192e-32+1.1687747172690544e-31j) coulomb * meter,0j ampere * meter ** 2,(6.902440957633642e-23+1.0652712623546472e-22j) ampere * meter ** 2,0j ampere * meter ** 2,1.8499583373027092e-24 newton,2.2062563082460276e-24 newton,-4.238397463063846e-25 newton,7.927453449399048e-26 newton,-4.1071530338308926e-25 newton,0.0 newton,1.4325431360870921e-25 newton,2.55728230643456e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,5.101691693297313e-24 newton,1.6668095274141564e-24 newton,-2.577547479540997e-24 newton,2.4891667501930874e-24 newton,1.5309741777054172e-24 newton,9.00000118045443e-27 newton,2.373626366275921e-24 newton,-3.903376499307268e-25 newton,1.376620441213944e-25 newton,-1.5710003338417582e-25 newton,5.848674662949868e-26 newton,0.0 newton,2.3627533087607145e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
59,954 nanometer,(9.957254263409389e-31-5.926776180377479e-31j) coulomb * meter,0j coulomb * meter,(1.3743919767172657e-32+1.1969149156349362e-31j) coulomb * meter,0j ampere * meter ** 2,(9.065887209300706e-23+1.0188271702162748e-22j) ampere * meter ** 2,0j ampere * meter ** 2,1.6816159002739815e-24 newton,1.984819288724632e-24 newton,-3.99588737622491e-25 newton,6.586528303326832e-26 newton,-3.7757264656219717e-25 newton,0.0 newton,1.5537194452963518e-25 newton,2.5272076817113383e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,5.731519922851164e-24 newton,1.8582253074388494e-24 newton,-2.4143627859266114e-24 newton,2.568145532164782e-24 newton,1.8687143410030575e-24 newton,4.737139118929397e-27 newton,2.408037297242631e-24 newton,-5.619769081904738e-25 newton,1.433087600323231e-25 newton,-1.4704043018348515e-25 newton,2.3301238591973126e-26 newton,0.0 newton,2.670479516238347e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
60,960 nanometer,(9.042050699514794e-31-6.579187620299649e-31j) coulomb * meter,0j coulomb * meter,(1.578945125064005e-32+1.2248683946264508e-31j) coulomb * meter,0j ampere * meter ** 2,(1.1120010397441883e-22+9.29986181243565e-23j) ampere * meter ** 2,0j ampere * meter ** 2,1.5047669952997506e-24 newton,1.7477334725099273e-24 newton,-3.7007268117699114e-25 newton,4.812908283303803e-26 newton,-3.262567609717424e-25 newton,0.0 newton,1.6415609406282837e-25 newton,2.4107778804269034e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,6.186708769484928e-24 newton,1.9907729503331187e-24 newton,-2.2151528122533642e-24 newton,2.5813745995951303e-24 newton,2.168386731486785e-24 newton,-5.578390809831727e-28 newton,2.3836785863320363e-24 newton,-7.217934469277952e-25 newton,1.408580639935108e-25 newton,-1.3520847391190075e-25 newton,-1.6905702571238602e-26 newton,0.0 newton,2.929722404766502e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
61,966 nanometer,(8.06356727174146e-31-6.9970348135211674e-31j) coulomb * meter,0j coulomb * meter,(1.7885804974446875e-32+1.252622267747027e-31j) coulomb * meter,0j ampere * meter ** 2,(1.2964531614892926e-22+8.046159482900217e-23j) ampere * meter ** 2,0j ampere * meter ** 2,1.3317809652581773e-24 newton,1.5110632738461002e-24 newton,-3.3760904915228865e-25 newton,2.7010544926969485e-26 newton,-2.5979381785272307e-25 newton,0.0 newton,1.6936780710288511e-25 newton,2.2174220638723403e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,6.451129804792249e-24 newton,2.0617599976317283e-24 newton,-1.9948625371668014e-24 newton,2.5321863081381305e-24 newton,2.4162723583078714e-24 newton,-6.66673250727873e-27 newton,2.3052754061566684e-24 newton,-8.628349957680699e-25 newton,1.3060774958587312e-25 newton,-1.2248080321870175e-25 newton,-6.002267079507152e-26 newton,0.0 newton,3.1311122359964638e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
62,972 nanometer,(7.088729312163216e-31-7.1880301797602165e-31j) coulomb * meter,0j coulomb * meter,(2.0033963471985568e-32+1.2801582305214668e-31j) coulomb * meter,0j ampere * meter ** 2,(1.4531839926175619e-22+6.509038472891973e-23j) ampere * meter ** 2,0j ampere * meter ** 2,1.1727975106029963e-24 newton,1.2884344380288932e-24 newton,-3.044590267168618e-25 newton,3.608754607902153e-27 newton,-1.820835519487837e-25 newton,0.0 newton,1.711095742856803e-25 newton,1.9618732234616603e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,6.528272244037522e-24 newton,2.074939724962818e-24 newton,-1.7681605806088183e-24 newton,2.4289906863281976e-24 newton,2.6052604537500654e-24 newton,-1.333232137226983e-26 newton,2.181608625647714e-24 newton,-9.810343446701858e-25 newton,1.1349032338850214e-25 newton,-1.096889469644589e-25 newton,-1.0399222247521838e-25 newton,0.0 newton,3.2717149282817946e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
63,978 nanometer,(6.171698170372898e-31-7.178943232995431e-31j) coulomb * meter,0j coulomb * meter,(2.2234670241495952e-32+1.3074553475179478e-31j) coulomb * meter,0j ampere * meter ** 2,(1.5788970018330428e-22+4.7766934925973967e-23j) ampere * meter ** 2,0j ampere * meter ** 2,1.0347283293444027e-24 newton,1.0895899456595707e-24 newton,-2.725150932840751e-25 newton,-2.1011786679742366e-26 newton,-9.715041986150896e-26 newton,0.0 newton,1.6972985671140954e-25 newton,1.660858267987489e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,6.436430852081021e-24 newton,2.0386091370639257e-24 newton,-1.5474050286818591e-24 newton,2.282942956629414e-24 newton,2.7343455408047585e-24 newton,-2.030228600704396e-26 newton,2.0233643723634592e-24 newton,-1.0751238400916332e-24 newton,9.079728064129113e-26 newton,-9.750950733995137e-26 newton,-1.470873200609267e-25 newton,0.0 newton,3.3539410804216915e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
64,984 nanometer,(5.34990182499857e-31-7.007440719666655e-31j) coulomb * meter,0j coulomb * meter,(2.4488957606578117e-32+1.334499734892322e-31j) coulomb * meter,0j ampere * meter ** 2,(1.6732975837769104e-22+2.9307019973556685e-23j) ampere * meter ** 2,0j ampere * meter ** 2,9.211457732906594e-25 newton,9.200723244300693e-25 newton,-2.431466415719529e-25 newton,-4.594898885675836e-26 newton,-8.594542508167698e-27 newton,0.0 newton,1.6571713996122073e-25 newton,1.3304648183624837e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,6.202919318189902e-24 newton,1.9634177268146474e-24 newton,-1.3416801189059022e-24 newton,2.1059179993645457e-24 newton,2.8072064741442276e-24 newton,-2.736253726079372e-26 newton,1.8414101412420746e-24 newton,-1.1459903672088979e-24 newton,6.39267901096515e-26 newton,-8.641491941153358e-26 newton,-1.8804997829475503e-25 newton,0.0 newton,3.3839168781594005e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
65,990 nanometer,(4.643482914854286e-31-6.713709594688534e-31j) coulomb * meter,0j coulomb * meter,(2.680113281152521e-32+1.3613987181838176e-31j) coulomb * meter,0j ampere * meter ** 2,(1.7381477375479095e-22+1.0345792525544629e-23j) ampere * meter ** 2,0j ampere * meter ** 2,8.327897778320314e-25 newton,7.816910123684302e-25 newton,-2.1713849094854245e-25 newton,-7.057333484282416e-26 newton,8.086642648960452e-26 newton,0.0 newton,1.595780470018859e-25 newton,9.836611776347742e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,5.857260693331156e-24 newton,1.8603178288806762e-24 newton,-1.1562586493536913e-24 newton,1.9083889620503166e-24 newton,2.830130279458375e-24 newton,-3.436746300501766e-26 newton,1.6450379275269382e-24 newton,-1.1959881922264412e-24 newton,3.41315590051594e-26 newton,-7.66310783773779e-26 newton,-2.261940051464778e-25 newton,0.0 newton,3.369566425290151e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
66,996 nanometer,(4.070261805028055e-31-6.3444857249081245e-31j) coulomb * meter,0j coulomb * meter,(2.9141120676362397e-32+1.3881721815555423e-31j) coulomb * meter,0j ampere * meter ** 2,(1.7756948886555986e-22-8.23715377388789e-24j) ampere * meter ** 2,0j ampere * meter ** 2,7.693194233129488e-25 newton,6.753769800784908e-25 newton,-1.9527945622253993e-25 newton,-9.399818407633312e-26 newton,1.6740760214167193e-25 newton,0.0 newton,1.5201452462062855e-25 newton,6.379795677103057e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,5.4367045133621564e-24 newton,1.7419138755024254e-24 newton,-9.970571199426813e-25 newton,1.7030575562301362e-24 newton,2.8106394741871487e-24 newton,-4.1157118606037283e-26 newton,1.4458756793669104e-24 newton,-1.2265678333757457e-24 newton,3.1440682923927222e-27 newton,-6.844048020849626e-26 newton,-2.6047054117006827e-25 newton,0.0 newton,3.3205508967095724e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
67,1002 nanometer,(3.6155081915645366e-31-5.921244439397454e-31j) coulomb * meter,0j coulomb * meter,(3.1546002920225743e-32+1.414577604786202e-31j) coulomb * meter,0j ampere * meter ** 2,(1.790052060506946e-22-2.65612661021151e-23j) ampere * meter ** 2,0j ampere * meter ** 2,7.270476913312038e-25 newton,5.964681511826302e-25 newton,-1.770994698517353e-25 newton,-1.1643523469973082e-25 newton,2.5180333543330898e-25 newton,0.0 newton,1.4311525121159513e-25 newton,2.919565805513561e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,4.9534509434026696e-24 newton,1.612993460966587e-24 newton,-8.60424182294012e-25 newton,1.491549520355389e-24 newton,2.756088884384513e-24 newton,-4.7678369116837815e-26 newton,1.2438845667563807e-24 newton,-1.2429629376493491e-24 newton,-2.9002691804430164e-26 newton,-6.164561881508939e-26 newton,-2.9149675338251253e-25 newton,0.0 newton,3.2413968039317173e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
68,1008 nanometer,(3.2737580521303306e-31-5.465936644226476e-31j) coulomb * meter,0j coulomb * meter,(3.4024203285605327e-32+1.4405199956194403e-31j) coulomb * meter,0j ampere * meter ** 2,(1.783382048728249e-22-4.4521641522222823e-23j) ampere * meter ** 2,0j ampere * meter ** 2,7.035235868216221e-25 newton,5.423212630666126e-25 newton,-1.624693386664113e-25 newton,-1.3780383791335527e-25 newton,3.336732021527507e-25 newton,0.0 newton,1.3301629569696115e-25 newton,-5.213997514935837e-27 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,4.420821547011535e-24 newton,1.4790366291982067e-24 newton,-7.453472025547703e-25 newton,1.2767728859083604e-24 newton,2.6711319511033077e-24 newton,-5.38766793713547e-26 newton,1.0410084227629095e-24 newton,-1.2479044600351241e-24 newton,-6.198147628972998e-26 newton,-5.617257601269351e-26 newton,-3.1935750254802255e-25 newton,0.0 newton,3.135486022709862e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
69,1014 nanometer,(3.041455097027744e-31-5.012941135508809e-31j) coulomb * meter,0j coulomb * meter,(3.6540177023917083e-32+1.466223543143919e-31j) coulomb * meter,0j ampere * meter ** 2,(1.7589365983980336e-22-6.151602897364797e-23j) ampere * meter ** 2,0j ampere * meter ** 2,6.959498991215158e-25 newton,5.103820678473946e-25 newton,-1.5143574955714068e-25 newton,-1.5757360793120569e-25 newton,4.104283116442864e-25 newton,0.0 newton,1.2234117037669434e-25 newton,-3.819229325851322e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,3.8703806738375236e-24 newton,1.349110499378808e-24 newton,-6.532533823891084e-25 newton,1.0677121271679536e-24 newton,2.563262713835289e-24 newton,-5.970320101125285e-26 newton,8.456889408191393e-25 newton,-1.2424370239633052e-24 newton,-9.440817923934687e-26 newton,-5.201016719949402e-26 newton,-3.436046354960811e-25 newton,0.0 newton,3.012066234562283e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
70,1020 nanometer,(2.9038503726062244e-31-4.5746416671605145e-31j) coulomb * meter,0j coulomb * meter,(3.91029823397062e-32+1.4916111521770192e-31j) coulomb * meter,0j ampere * meter ** 2,(1.719165900577965e-22-7.75884796833051e-23j) ampere * meter ** 2,0j ampere * meter ** 2,7.010923215237467e-25 newton,4.96745842478233e-25 newton,-1.4354049872380737e-25 newton,-1.7583958054291023e-25 newton,4.823622265382116e-25 newton,0.0 newton,1.1115953635120793e-25 newton,-6.979520457718833e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,3.31040420342205e-24 newton,1.225964810569595e-24 newton,-5.8113631169483495e-25 newton,8.650837107855978e-25 newton,2.436737506555461e-24 newton,-6.514158437410118e-26 newton,6.579112133902828e-25 newton,-1.2290151418099507e-24 newton,-1.2617904171320049e-25 newton,-4.897558017223324e-26 newton,-3.6458005213057167e-25 newton,0.0 newton,2.8737659058960445e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
71,1026 nanometer,(2.848751863499917e-31-4.159411640485945e-31j) coulomb * meter,0j coulomb * meter,(4.172084827575903e-32+1.516593387174694e-31j) coulomb * meter,0j ampere * meter ** 2,(1.6654863606363408e-22-9.27999892573494e-23j) ampere * meter ** 2,0j ampere * meter ** 2,7.162944963704793e-25 newton,4.9828099041414695e-25 newton,-1.3839851866851338e-25 newton,-1.9267537888296049e-25 newton,5.497814556605627e-25 newton,0.0 newton,9.945361529927333e-26 newton,-1.001476674520299e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,2.7452055542402177e-24 newton,1.111424156516458e-24 newton,-5.264111506831945e-25 newton,6.686961550866805e-25 newton,2.294048266477702e-24 newton,-7.016817832558312e-26 newton,4.7697368635504175e-25 newton,-1.2093573811868867e-24 newton,-1.5729541128675521e-25 newton,-4.691586348389846e-26 newton,-3.8252154105363406e-25 newton,0.0 newton,2.721419932507773e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
72,1032 nanometer,(2.8652296935105906e-31-3.7761953143283083e-31j) coulomb * meter,0j coulomb * meter,(4.4393276559179035e-32+1.5411468847237322e-31j) coulomb * meter,0j ampere * meter ** 2,(1.5992651574362109e-22-1.0710920790223595e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.391022153316615e-25 newton,5.122013497278738e-25 newton,-1.3568682674920375e-25 newton,-2.0805245332374623e-25 newton,6.125239927881868e-25 newton,0.0 newton,8.728910862835088e-26 newton,-1.2917295573979986e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,2.181671154548459e-24 newton,1.007560597014858e-24 newton,-4.8719217355203625e-25 newton,4.794220721176008e-25 newton,2.1377903430795717e-24 newton,-7.475847089071593e-26 newton,3.034049229836226e-25 newton,-1.1845561362044421e-24 newton,-1.8756040838477948e-25 newton,-4.570318091353202e-26 newton,-3.97523233472934e-25 newton,0.0 newton,2.556660060016868e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
73,1038 nanometer,(2.942861045808755e-31-3.431761901340687e-31j) coulomb * meter,0j coulomb * meter,(4.711938729401185e-32+1.5652456297302689e-31j) coulomb * meter,0j ampere * meter ** 2,(1.521598174231193e-22-1.2047247526940287e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.672839340211161e-25 newton,5.359917069972961e-25 newton,-1.3509659133525953e-25 newton,-2.219286054916876e-25 newton,6.704005921432905e-25 newton,0.0 newton,7.471496281002738e-26 newton,-1.5679813110255063e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,1.6254075589123114e-24 newton,9.159017321661505e-25 newton,-4.617106662602992e-25 newton,2.9788745585630333e-25 newton,1.9700665917741092e-24 newton,-7.888211221604149e-26 newton,1.3757187493631324e-25 newton,-1.1554273173442243e-24 newton,-2.167908112705332e-25 newton,-4.5217902904782496e-26 newton,-4.096396901836625e-25 newton,0.0 newton,2.380667818179119e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
74,1044 nanometer,(3.071583484705572e-31-3.131147361538965e-31j) coulomb * meter,0j coulomb * meter,(4.989834511267429e-32+1.5888661108309237e-31j) coulomb * meter,0j ampere * meter ** 2,(1.4334660225790277e-22-1.328419129720442e-22j) ampere * meter ** 2,0j ampere * meter ** 2,7.988022978476707e-25 newton,5.673534083957231e-25 newton,-1.3632983598896505e-25 newton,-2.3425329700594457e-25 newton,7.23197014840337e-25 newton,0.0 newton,6.177850947937279e-26 newton,-1.8294350187285258e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,1.0813428316209735e-24 newton,8.37531778543027e-25 newton,-4.483164528215572e-25 newton,1.2464268610322214e-25 newton,1.792744138919507e-24 newton,-8.250803653717322e-26 newton,-2.0172492270273015e-26 newton,-1.1225787903157787e-24 newton,-2.4480406665888283e-25 newton,-4.5347207338386095e-26 newton,-4.189051242291004e-25 newton,0.0 newton,2.1944826490860372e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
75,1050 nanometer,(3.241744210703134e-31-2.8779865794577184e-31j) coulomb * meter,0j coulomb * meter,(5.272914834064899e-32+1.6119847922496804e-31j) coulomb * meter,0j ampere * meter ** 2,(1.3357939646030192e-22-1.4416157372920405e-22j) ampere * meter ** 2,0j ampere * meter ** 2,8.31805080805993e-25 newton,6.041927256853974e-25 newton,-1.3910166386427209e-25 newton,-2.4496515115383565e-25 newton,7.706600055935845e-25 newton,0.0 newton,4.853217113367822e-26 newton,-2.075130065885595e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,5.539728342755469e-25 newton,7.7317612743728585e-25 newton,-4.454799162331147e-25 newton,-3.9768643786687155e-26 newton,1.6075609268588372e-24 newton,-8.56028869931077e-26 newton,-1.69438807594474e-25 newton,-1.0864739654131926e-24 newton,-2.7140842808118703e-25 newton,-4.5985552991224496e-26 newton,-4.253340065182042e-25 newton,0.0 newton,1.999111314282416e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
76,1056 nanometer,(3.4440561879501078e-31-2.6747520808971602e-31j) coulomb * meter,0j coulomb * meter,(5.561044737542215e-32+1.6345765004349344e-31j) coulomb * meter,0j ampere * meter ** 2,(1.229521331344923e-22-1.5436590468283493e-22j) ampere * meter ** 2,0j ampere * meter ** 2,8.64610910265612e-25 newton,6.445958706972214e-25 newton,-1.4313915758197952e-25 newton,-2.5399259946439046e-25 newton,8.124945039691604e-25 newton,0.0 newton,3.504029086725246e-26 newton,-2.3038799822165236e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,4.7588428256467964e-26 newton,7.232589667076355e-25 newton,-4.517783696812245e-25 newton,-1.9475213155591049e-25 newton,1.4162344173349127e-24 newton,-8.81305788284285e-26 newton,-3.097572286402301e-25 newton,-1.0474866470802865e-24 newton,-2.9639589952152117e-25 newton,-4.7034050204916434e-26 newton,-4.289266006135113e-25 newton,0.0 newton,1.7956475129690646e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
77,1062 nanometer,(3.6694635548682146e-31-2.5227438996988493e-31j) coulomb * meter,0j coulomb * meter,(5.854092141095783e-32+1.6566183844384567e-31j) coulomb * meter,0j ampere * meter ** 2,(1.1156984309503001e-22-1.6338787241276798e-22j) ampere * meter ** 2,0j ampere * meter ** 2,8.957063033905112e-25 newton,6.86796689559576e-25 newton,-1.4817573730633128e-25 newton,-2.612688796456654e-25 newton,8.484081794421619e-25 newton,0.0 newton,2.1384149428714172e-26 newton,-2.5143809808794394e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-4.336346637111731e-25 newton,6.878896014451126e-25 newton,-4.658596744887284e-25 newton,-3.396580629449442e-25 newton,1.2205810796970785e-24 newton,-9.005979078805554e-26 newton,-4.405821229840246e-25 newton,-1.0059456936476113e-24 newton,-3.1955227614876984e-25 newton,-4.839837463747253e-26 newton,-4.296961804395769e-25 newton,0.0 newton,1.5854227892827971e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
78,1068 nanometer,(3.909215165014579e-31-2.4222025906623683e-31j) coulomb * meter,0j coulomb * meter,(6.151889550563125e-32+1.6780862437320754e-31j) coulomb * meter,0j ampere * meter ** 2,(9.955028515159615e-23-1.7115920367045237e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.237513048827827e-25 newton,7.291796010555674e-25 newton,-1.5395300655003522e-25 newton,-2.66732398229527e-25 newton,8.781135472832244e-25 newton,0.0 newton,7.663596915811447e-27 newton,-2.7052003559225844e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-8.856273988169928e-25 newton,6.668936245011314e-25 newton,-4.864346035809884e-25 newton,-4.737847364707186e-25 newton,1.0225333792461971e-24 newton,-9.136209818674707e-26 newton,-5.613012158744163e-25 newton,-9.621717484514508e-25 newton,-3.406565241609528e-25 newton,-4.9989189646336545e-26 newton,-4.276696866383797e-25 newton,0.0 newton,1.3700235212376333e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
79,1074 nanometer,(4.154879340343483e-31-2.3721780273447755e-31j) coulomb * meter,0j coulomb * meter,(6.454280272479442e-32+1.698958877476166e-31j) coulomb * meter,0j ampere * meter ** 2,(8.70282540068754e-23-1.7762275097363213e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.476012132680432e-25 newton,7.702793118876129e-25 newton,-1.6021887731878097e-25 newton,-2.70345194591517e-25 newton,9.01389309094903e-25 newton,0.0 newton,-6.004592713404888e-27 newton,-2.8749874309076994e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-1.304583224046771e-24 newton,6.597735730896627e-25 newton,-5.122530113325049e-25 newton,-5.964441545242515e-25 newton,8.241659952443447e-25 newton,-9.202084897567562e-26 newton,-6.7130392229696645e-25 newton,-9.165008552513798e-25 newton,-3.5950280078440442e-25 newton,-5.172135644304479e-26 newton,-4.229153530661242e-25 newton,0.0 newton,1.151339087247643e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
80,1080 nanometer,(4.398513190668511e-31-2.3706034676691723e-31j) coulomb * meter,0j coulomb * meter,(6.761093304196968e-32+1.7192156421033504e-31j) coulomb * meter,0j ampere * meter ** 2,(7.415312967524629e-23-1.8273548339802784e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.663242400496723e-25 newton,8.088015335860391e-25 newton,-1.6673200377637302e-25 newton,-2.7209547286654753e-25 newton,9.18093170303312e-25 newton,0.0 newton,-1.948991412146062e-26 newton,-3.0225307307529764e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-1.6870846706605275e-24 newton,6.657341738579851e-25 newton,-5.421094634088512e-25 newton,-7.070032289490744e-25 newton,6.276480301044084e-25 newton,-9.20305516309152e-26 newton,-7.70023314966078e-25 newton,-8.693003156680022e-25 newton,-3.7590762493076988e-25 newton,-5.351519680355163e-26 newton,-4.155432820342899e-25 newton,0.0 newton,9.31508539070713e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
81,1086 nanometer,(4.6267480417678845e-31-2.4121954671867368e-31j) coulomb * meter,0j coulomb * meter,(7.069982843302865e-32+1.7391182689539796e-31j) coulomb * meter,0j ampere * meter ** 2,(6.144021582214174e-23-1.8650913551962152e-22j) ampere * meter ** 2,0j ampere * meter ** 2,9.79119058119494e-25 newton,8.426550429190461e-25 newton,-1.7306514585726184e-25 newton,-2.7224715298862604e-25 newton,9.286001513124839e-25 newton,0.0 newton,-3.22754886548598e-26 newton,-3.145483486112885e-25 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,-0.0 newton,-0.0 newton,-2.0227292694482545e-24 newton,6.828890193041217e-25 newton,-5.740594689184713e-25 newton,-8.02939580802287e-25 newton,4.400128766731834e-25 newton,-9.153279274758224e-26 newton,-8.550587907828446e-25 newton,-8.220405321743746e-25 newton,-3.895111871967922e-25 newton,-5.523354732634629e-26 newton,-4.062560451124205e-25 newton,0.0 newton,7.197840524197436e-26 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton,0.0 newton
